id,name,birthdate,deathdate
7344,Sierra McCormick,2026-10-28,
7345,Sigrí?ur María Egilsdóttir,,
7346,Sihung Lung,2026-01-01,2026-05-02
7347,Silvia Colloca,2026-07-23,
7348,Silvio Muccino,2026-04-14,
7349,Simeon Rice,2026-02-24,
7350,Simon Abkarian,2026-03-05,
7351,Simón Andreu,2026-01-01,
7352,Simon Baker,2026-07-30,
7353,Simon Baron-Cohen,,
7354,Simon Callow,2026-06-13,
7355,Simon Chandler,,
7356,Simon Curtis,2026-03-11,
7357,Simon McBurney,2026-08-25,
7358,Simon Merrells,2026-07-14,
7359,Simon Napier-Bell,2026-04-22,
7360,Simon Rhee,2026-10-28,
7361,Simon Wells,,
7362,Simon West,2026-09-25,
7363,Simon Wincer,,
7364,Simon Woods,,
7365,Simon Yam,2026-03-19,
7366,Simon Yin,2026-06-06,2026-03-08
7367,Sina Amedson,2026-04-05,
7368,Siobhan Fallon Hogan,2026-05-13,
7369,Siobhan Marshall,,
7370,Sissy Petropoulou,,
7371,Sissy Spacek,2026-12-25,
7372,Siu-Wong Fan,2026-06-19,
7373,Ski Carr,,
7374,Skye McCole Bartusiak,2026-09-28,2026-07-19
7375,Skyler Samuels,2026-04-14,
7376,Slash,2026-07-23,
7377,Slim Pickens,2026-06-29,2026-12-08
7378,Sngmoo Lee,,
7379,Snoop Dogg,2026-10-20,
7380,Sofia Black-D'Elia,2026-12-23,
7381,Sofia Boutella,2026-04-06,
7382,Sofia Coppola,2026-05-14,
7383,Sofia Vassilieva,2026-10-22,
7384,Sofie Gr?b?l,2026-07-30,
7385,Sol Tryon,,
7386,Soledad Villamil,2026-06-19,
7387,Soleyman Pierini,,
7388,Sonam Kinga,,
7389,Sonia Braga,2026-06-08,
7390,Sonja Sohn,,
7391,Sonoya Mizuno,,
7392,Sook-Yin Lee,,
7393,Sophia Myles,2026-03-18,
7394,Sophie Nélisse,2026-03-27,
7395,Sophie Okonedo,2026-08-11,
7396,Sophie Rois,2026-06-01,
7397,Spela Colja,,
7398,Spencer Breslin,2026-05-18,
7399,Spencer Susser,,
7400,Spencer Tracy,2026-04-05,2026-06-10
7401,Spencer Treat Clark,2026-09-24,
7402,Spencer Wilding,2026-07-26,
7403,Spike Jonze,2026-10-22,
7404,Spike Lee,2026-03-20,
7405,Sprague Grayden,2026-07-21,
7406,Spring Byington,1886-10-17,2026-09-07
7407,Stacie Evans,,
7408,Stacy Edwards,2026-03-04,
7409,Stacy Keach,2026-06-02,
7410,Stacy Peralta,2026-10-15,
7411,Stafford Douglas,,
7412,Stana Roumillac,,
7413,Stanislav Ianevski,2026-05-16,
7414,Stanley B. Herman,,
7415,Stanley Blystone,1894-08-01,2026-07-16
7416,Stanley Donen,2026-04-13,
7417,Stanley Kramer,2026-09-29,2026-02-19
7418,Stanley Kubrick,2026-07-26,2026-03-07
7419,Stanley Tong,,
7420,Stanton Barrett,2026-12-01,
7421,Stark Sands,2026-09-30,
7422,Stefan C. Schaefer,,
7423,Stefan Kapicic,2026-12-01,
7424,Stefan Ruzowitzky,2026-12-25,
7425,Stefan Schwartz,,
7426,Stefania Sandrelli,2026-06-05,
7427,Stefanie Drummond,,
7428,Stefen Fangmeier,2026-12-09,
7429,Steffinnie Phrommany,2026-10-02,
7430,Stellan Skarsg?rd,2026-06-13,
7431,Stephan Elliott,2026-08-27,
7432,Stéphane Aubier,2026-10-08,
7433,Stephane Gauger,,
7434,Stéphane Rousseau,2026-09-17,
7435,Stephanie Berry,,
7436,Stephanie Danielson,2026-04-11,
7437,Stephanie Lemelin,2026-06-29,
7438,Stephanie Leonidas,2026-02-14,
7439,Stephanie March,2026-07-23,
7440,Stephanie Sigman,,
7441,Stephanie Szostak,,
7442,Stephanie Vogt,2026-08-12,
7443,Stephen Amell,2026-05-08,
7444,Stephen Au,2026-04-26,
7445,Stephen Baldwin,2026-05-12,
7446,Stephen Boss,2026-11-17,
7447,Stephen Boyd,2026-07-04,2026-06-02
7448,Stephen Carpenter,,
7449,Stephen Carr,,
7450,Stephen Chbosky,2026-01-25,
7451,Stephen Chow,2026-06-22,
7452,Stephen Colbert,2026-05-13,
7453,Stephen Collins,2026-10-01,
7454,Stephen Daldry,2026-05-02,
7455,Stephen Dillane,2026-03-27,
7456,Stephen Frears,2026-06-20,
7457,Stephen Gaghan,2026-05-06,
7458,Stephen Graham,2026-08-03,
7459,Stephen Henderson,2026-08-31,
7460,Stephen Herek,2026-02-05,
7461,Stephen Hillenburg,2026-08-21,
7462,Stephen Hopkins,,
7463,Stephen J. Anderson,,
7464,Stephen Kay,,
7465,Stephen Kijak,,
7466,Stephen Langford,,
7467,Stephen Macht,2026-05-01,
7468,Stephen Marcus,2026-06-18,
7469,Stephen McCole,,
7470,Stephen McHattie,2026-02-03,
7471,Stephen Merchant,2026-11-24,
7472,Stephen Milburn Anderson,,2026-05-01
7473,Stephen Norrington,,
7474,Stephen Rea,2026-10-31,
7475,Stephen Root,2026-11-17,
7476,Stephen Sommers,2026-03-20,
7477,Stephen Walters,,
7478,Sterling Jerins,2026-06-15,
7479,Sterling Van Wagenen,2026-07-02,
7480,Stevan Mena,,
7481,Steve Antin,2026-04-19,
7482,Steve Bacic,2026-03-13,
7483,Steve Bannos,2026-08-05,
7484,Steve Barron,2026-05-04,
7485,Steve Bastoni,2026-03-04,
7486,Steve Beck,,
7487,Steve Bendelack,,
7488,Steve Bisley,2026-12-26,
7489,Steve Box,2026-01-23,
7490,Steve Boyum,2026-09-04,
7491,Steve Burg,,
7492,Steve Buscemi,2026-12-13,
7493,Steve Byers,2026-12-31,
7494,Steve Carell,2026-08-16,
7495,Steve Carr,,
7496,Steve Carver,2026-04-05,
7497,Steve Coogan,2026-10-14,
7498,Steve Diasparra,,
7499,Steve Duin,,
7500,Steve Earle,2026-01-17,
7501,Steve Gomer,,
7502,Steve Gonsalves,,
7503,Steve Guttenberg,2026-08-24,
7504,Steve Harris,2026-12-03,
7505,Steve Harvey,2026-01-17,
7506,Steve Hickner,,
7507,Steve Howey,2026-07-12,
7508,Steve Irwin,,
7509,Steve James,,
7510,Steve Le Marquand,2026-12-26,
7511,Steve Martino,2026-08-14,
7512,Steve McQueen,2026-10-09,
7513,Steve Miner,2026-06-18,
7514,Steve Oedekerk,2026-11-27,
7515,Steve Pemberton,2026-09-01,
7516,Steve Pink,,
7517,Steve Railsback,2026-11-16,
7518,Steve Rash,,
7519,Steve Reevis,2026-08-14,
7520,Steve Schirripa,2026-08-01,
7521,Steve Taylor,,
7522,Steve Trenbirth,,
7523,Steve Whitmire,2026-09-24,
7524,Steve-O,,
7525,Steven Anthony Lawrence,2026-07-19,
7526,Steven Bauer,2026-12-02,
7527,Steven Berkoff,2026-08-03,
7528,Steven Brill,,
7529,Steven Christopher Parker,2026-01-08,
7530,Steven E. de Souza,2026-11-17,
7531,Steven Elder,,
7532,Steven Hill,2026-02-24,2026-08-23
7533,Steven Mackintosh,2026-04-30,
7534,Steven Michael Quezada,2026-02-15,
7535,Steven Quale,,
7536,Steven R. Monroe,2026-09-15,
7537,Steven Seagal,2026-04-10,
7538,Steven Shainberg,2026-02-05,
7539,Steven Soderbergh,2026-01-14,
7540,Steven Spielberg,2026-12-18,
7541,Steven Waddington,,
7542,Steven Weber,2026-03-04,
7543,Steven Yeun,2026-12-21,
7544,Steven Zaillian,2026-01-30,
7545,Stevie Wonder,2026-05-13,
7546,Stewart Hendler,2026-12-22,
7547,Stewart Raffill,2026-01-27,
7548,Stian Smestad,2026-03-12,
7549,Sticky Fingaz,2026-11-03,
7550,Stig Bergqvist,2026-04-28,
7551,Stig Frode Henriksen,,
7552,Stiles White,,
7553,Stockard Channing,2026-02-13,
7554,Stuart Baird,2026-01-14,
7555,Stuart Beattie,,
7556,Stuart Gillard,2026-04-28,
7557,Stuart Gordon,2026-08-11,
7558,Stuart Hazeldine,2026-06-10,
7559,Stuart Margolin,2026-01-31,
7560,Stuart Whitman,2026-02-01,
7561,Stuart Wilson,,
7562,Sue Corcoran,,
7563,Sullivan Stapleton,2026-06-14,
7564,Sumalee Montano,2026-08-03,
7565,Summer Napoles,,
7566,Summer Phoenix,2026-12-10,
7567,Sung-jun Yoo,,
7568,Sung-kee Ahn,2026-01-01,
7569,Sunil Narkar,,
7570,Sunil Shetty,2026-08-11,
7571,Sunny Mabrey,2026-11-28,
7572,Suraj Sharma,2026-03-21,
7573,Susan Blommaert,2026-10-13,
7574,Susan Chambers,,
7575,Susan Clark,2026-03-08,
7576,Susan Gardner,,
7577,Susan Hampshire,2026-05-12,
7578,Susan Hogan,,
7579,Susan May Pratt,2026-02-08,
7580,Susan Seidelman,2026-12-11,
7581,Susan Stroman,2026-10-17,
7582,Susan Tyrrell,2026-03-18,2026-06-16
7583,Susan Ward,2026-04-15,
7584,Susanna Thompson,2026-01-27,
7585,Susanna White,,
7586,Susannah York,2026-01-09,2026-01-15
7587,Susanne Bier,2026-04-15,
7588,Susanne Lothar,2026-11-15,2026-07-21
7589,Susie Abromeit,2026-11-15,
7590,Susie Essman,2026-05-31,
7591,Sut Jhally,2026-05-29,
7592,Suzi Lorraine,2026-02-15,
7593,Suzie Plakson,2026-06-03,
7594,Suzie Steen,,
7595,Sven Nordin,2026-02-06,
7596,Sven-Ole Thorsen,2026-09-24,
7597,Swami Krishnanad,,
7598,Swoosie Kurtz,2026-09-06,
7599,Syamsul Arifin,,
7600,Sydelle Noel,,
7601,Sydney Penny,2026-08-07,
7602,Sydney Pollack,2026-07-01,2026-05-26
7603,Sylvain Chomet,2026-11-10,
7604,Sylvain White,,
7605,Sylvester Stallone,2026-07-06,
7606,Sylvia Eckhausen,1889-07-20,2026-09-03
7607,Sylvia Syms,2026-01-06,
7608,Sylvio Tabet,,
7609,Synn?ve Macody Lund,,
7610,T.C. Stallings,2026-12-01,
7611,T.I.,2026-09-25,
7612,T.J. Storm,,
7613,T.J. Thyne,2026-03-07,
7614,T.R. Silambarasan,2026-02-03,
7615,T.V. Carpio,,
7616,Tabu,2026-11-04,
7617,Tac Fitzgerald,2026-07-05,
7618,Tadanobu Asano,2026-11-27,
7619,Tadeo Garcia,2026-01-31,
7620,Taedong Park,,
7621,Taika Waititi,2026-08-16,
7622,Takao Okawara,2026-12-20,
7623,Takashi Miike,2026-08-24,
7624,Takashi Shimizu,2026-07-27,
7625,Takashi Shimura,2026-03-12,2026-02-11
7626,Takeshi Kaneshiro,2026-10-11,
7627,Takeshi Kitano,2026-01-18,
7628,Takeshi Kusao,2026-11-20,
7629,Takuya Kimura,2026-11-13,
7630,Tal Bachman,2026-08-13,
7631,Talia Shire,2026-04-25,
7632,Talia Zucker,,
7633,Taliesin Jaffe,2026-01-19,
7634,Talisa Soto,2026-03-27,
7635,Talulah Riley,2026-09-26,
7636,Tamala Jones,2026-11-12,
7637,Tamannaah Bhatia,2026-12-21,
7638,Tamar Novas,2026-10-03,
7639,Tamara Glynn,,
7640,Tamara Jenkins,2026-05-02,
7641,Tamara Taylor,2026-09-27,
7642,Tamara Toumanova,2026-03-02,2026-05-29
7643,Tamara Tunie,2026-03-14,
7644,Tammin Sursok,2026-08-19,
7645,Tammy Blanchard,2026-12-14,
7646,Tammy Davis,2026-11-06,
7647,Tamra Davis,2026-01-22,
7648,Tamsin Egerton,2026-11-26,
7649,Tania Saulnier,2026-03-05,
7650,Tanner Beard,2026-09-16,
7651,Tannishtha Chatterjee,,
7652,Tanya Roberts,2026-10-15,
7653,Tanya van Graan,2026-12-13,
7654,Tao Okamoto,2026-05-22,
7655,Tara Fitzgerald,2026-09-18,
7656,Tara Platt,2026-06-18,
7657,Tara Strohmeier,,
7658,Tara Subkoff,2026-12-10,
7659,Taran Killam,2026-04-01,
7660,Taron Egerton,2026-11-10,
7661,Tarsem Singh,2026-05-26,
7662,Tasha Smith,2026-02-28,
7663,Tate Donovan,2026-09-25,
7664,Tate Taylor,2026-06-03,
7665,Tatiana Suarez-Pico,2026-07-31,
7666,Tatsuo Matsumura,2026-12-18,2026-06-18
7667,Tatum O'Neal,2026-11-05,
7668,Tatyana Ali,2026-01-24,
7669,Tawny Kitaen,2026-08-05,
7670,Tay Garnett,1894-06-13,2026-10-03
7671,Taylor Blackwell,,
7672,Taylor Cole,2026-04-29,
7673,Taylor Dooley,2026-02-26,
7674,Taylor Hackford,2026-12-31,
7675,Taylor Handley,2026-06-01,
7676,Taylor Lautner,2026-02-11,
7677,Taylor Negron,2026-08-01,2026-01-10
7678,Taylor Nichols,2026-03-03,
7679,Taylor Pigeon,,
7680,Tchéky Karyo,2026-10-04,
7681,Teala Dunn,2026-12-08,
7682,Ted Cassidy,2026-07-31,2026-01-16
7683,Ted Danson,2026-12-29,
7684,Ted de Corsia,2026-09-29,2026-04-11
7685,Ted Demme,2026-10-26,2026-01-13
7686,Ted Kotcheff,2026-04-07,
7687,Ted Markland,2026-01-15,2026-12-18
7688,Ted Post,2026-03-31,2026-08-20
7689,Ted Raimi,2026-12-14,
7690,Ted Wass,2026-10-27,
7691,Teddy Chan,,
7692,Teddy Doloir,,
7693,Teddy Sears,2026-04-06,
7694,Telly Savalas,2026-01-21,2026-01-22
7695,Tempestt Bledsoe,2026-08-01,
7696,Temple Grandin,2026-08-29,
7697,Temuera Morrison,2026-12-26,
7698,Tencho Gyalpo,,
7699,Tenoch Huerta,,
7700,Tenzin Thuthob Tsarong,,
7701,Teo Halm,,
7702,Terence Bernie Hines,2026-04-09,
7703,Terence Davies,2026-11-10,
7704,Terence Hill,2026-03-29,
7705,Terence Maynard,,
7706,Terence Yin,2026-05-19,
7707,Terence Young,2026-06-20,2026-09-07
7708,Teresa Wright,2026-10-27,2026-03-06
7709,Teri Garr,2026-12-11,
7710,Teri Polo,2026-06-01,
7711,Terrance Zdunich,,
7712,Terrence Malick,2026-11-30,
7713,Terron R. Parsons,,
7714,Terry,2026-11-30,
7715,Terry Funk,2026-06-30,
7716,Terry George,2026-12-20,
7717,Terry Gilliam,2026-11-22,
7718,Terry Jones,2026-02-01,
7719,Terry Kinney,2026-01-29,
7720,Terry Kiser,2026-08-01,
7721,Terry O'Neill,,
7722,Terry Pheto,,
7723,Terry Walters,,
7724,Terry Zwigoff,2026-05-18,
7725,Terumi Matthews,2026-07-06,
7726,Teryl Rothery,2026-11-09,
7727,Tessa Thompson,2026-10-03,
7728,Tessh? Genda,2026-05-20,
7729,Tetsu Watanabe,,
7730,Texas Battle,2026-08-09,
7731,Teyonah Parris,,
7732,Thaddeus O'Sullivan,,
7733,The Dalai Lama,2026-07-06,
7734,The Edge,2026-08-08,
7735,Thea Sharrock,,
7736,Thekla Reuten,2026-09-16,
7737,Thelma Ritter,2026-02-14,2026-02-05
7738,Theo James,2026-12-16,
7739,Theodore Bikel,2026-05-02,2026-07-21
7740,Theodore Melfi,,
7741,Theodore Witcher,,
7742,Theresa Merritt,2026-09-24,2026-06-12
7743,Theresa Randle,2026-12-27,
7744,Theresa Russell,2026-03-20,
7745,Thierry Harcourt,,
7746,Thom Mathews,2026-11-28,
7747,Thomas Bezucha,2026-03-08,
7748,Thomas Bo Larsen,2026-11-27,
7749,Thomas Brophy,,
7750,Thomas Carter,2026-07-17,
7751,Thomas F. Wilson,,
7752,Thomas Horn,,
7753,Thomas Ian Griffith,2026-03-18,
7754,Thomas Ian Nicholas,2026-07-10,
7755,Thomas Kretschmann,2026-09-08,
7756,Thomas L. Phillips,2026-12-30,
7757,Thomas Law,2026-12-17,
7758,Thomas Lennon,,
7759,Thomas Lilti,,
7760,Thomas McDonell,2026-05-02,
7761,Thomas Middleditch,2026-03-10,
7762,Thomas Mitchell,1892-07-11,2026-12-17
7763,Thomas Robinson,,
7764,Thomas Stroppel,,
7765,Thomas Vinterberg,2026-05-19,
7766,Thor Freudenthal,2026-10-20,
7767,Thorbj?rn Christoffersen,,
7768,Thure Lindhardt,2026-12-24,
7769,Ti West,2026-10-05,
7770,Tia Carrere,2026-01-02,
7771,Tiago Riani,,
7772,Tichina Arnold,2026-06-28,
7773,Tiffany Bolling,2026-02-06,
7774,Tiffany Dupont,2026-03-22,
7775,Tiffany Helm,2026-05-12,
7776,Tiffany Lamb,,
7777,Tika Sumpter,2026-06-20,
7778,Tim Abell,2026-07-01,
7779,Tim Bagley,2026-08-17,
7780,Tim Blake Nelson,2026-05-11,
7781,Tim Boxell,,
7782,Tim Burton,2026-08-25,
7783,Tim Chambers,,
7784,Tim Choate,2026-10-11,2026-09-24
7785,Tim Conway,2026-12-15,
7786,Tim Daly,2026-03-01,
7787,Tim DeKay,2026-06-12,
7788,Tim DeZarn,2026-07-11,
7789,Tim Fywell,2026-10-03,
7790,Tim Guinee,2026-11-18,
7791,Tim Gunn,2026-07-29,
7792,Tim Healy,2026-01-29,
7793,Tim Heidecker,2026-02-03,
7794,Tim Hill,,
7795,Tim Holmes,,
7796,Tim Hunter,2026-06-15,
7797,Tim Johnson,2026-03-17,
7798,Tim Matheson,2026-12-31,
7799,Tim McCanlies,,
7800,Tim McGraw,2026-05-01,
7801,Tim McInnerny,2026-09-18,
7802,Tim Meadows,2026-02-05,
7803,Tim Miller,2026-02-28,
7804,Tim Pigott-Smith,2026-05-13,
7805,Tim Rice,2026-11-10,
7806,Tim Robbins,2026-10-16,
7807,Tim Rose,2026-07-17,
7808,Tim Russ,2026-06-22,
7809,Tim Story,2026-03-13,
7810,Tim Thomerson,2026-04-08,
7811,Tim Williams,2026-02-14,
7812,Timothée Chalamet,,
7813,Timothy Bj?rklund,,
7814,Timothy Bottoms,2026-08-30,
7815,Timothy Hines,,
7816,Timothy Hutton,2026-08-16,
7817,Timothy Patrick Quill,,
7818,Timothy Van Patten,2026-06-10,
7819,Timothy Webber,,
7820,Timothy West,2026-10-20,
7821,Timothy Woodward Jr.,,
7822,Timur Bekmambetov,2026-06-25,
7823,Tina Desai,,
7824,Tina Fey,2026-05-18,
7825,Tina Gilton,,
7826,Tina Gordon Chism,,
7827,Tina Louise,2026-02-11,
7828,Tina Turner,2026-11-26,
7829,Tippi Hedren,2026-01-19,
7830,Tisha Campbell-Martin,2026-10-13,
7831,Tiya Sircar,2026-05-16,
7832,Tjasa Ferme,,
7833,Tobe Hooper,2026-01-25,
7834,Tobey Maguire,2026-06-27,
7835,Tobias Menzies,2026-03-07,
7836,Toby Hemingway,2026-05-28,
7837,Toby Huss,2026-12-09,
7838,Toby Jones,2026-09-07,
7839,Toby Leonard Moore,,
7840,Toby Stephens,2026-04-21,
7841,Tod Fennell,2026-10-18,
7842,Tod Williams,2026-09-27,
7843,Todd Allen,,
7844,Todd Boyce,,
7845,Todd Bridges,2026-05-27,
7846,Todd Field,2026-02-24,
7847,Todd Giebenhain,2026-11-27,
7848,Todd Graff,2026-10-22,
7849,Todd Haynes,2026-01-02,
7850,Todd Lincoln,2026-07-18,
7851,Todd Louiso,2026-01-27,
7852,Todd Phillips,2026-12-20,
7853,Todd Solondz,2026-10-15,
7854,Todd Stashwick,2026-10-16,
7855,Todd Strauss-Schulson,2026-06-24,
7856,Todd Susman,2026-01-17,
7857,Togo Igawa,2026-09-26,
7858,Tom Amandes,2026-03-09,
7859,Tom Ardavany,,
7860,Tom Arnold,2026-03-06,
7861,Tom Atkins,2026-11-13,
7862,Tom Berenger,2026-05-31,
7863,Tom Bosley,2026-10-01,2026-10-19
7864,Tom Bower,2026-01-03,
7865,Tom Brady,,
7866,Tom Burke,,
7867,Tom Burlinson,2026-02-14,
7868,Tom Cavanagh,2026-10-26,
7869,Tom Conti,2026-11-22,
7870,Tom Cruise,2026-07-03,
7871,Tom Cullen,2026-07-17,
7872,Tom Dey,,
7873,Tom DiCillo,2026-08-14,
7874,Tom Dreesen,,
7875,Tom E. Nicholson,,
7876,Tom Elkins,,
7877,Tom Everett,2026-10-21,
7878,Tom Everett Scott,2026-09-07,
7879,Tom Ford,2026-08-27,
7880,Tom Goodman-Hill,,
7881,Tom Gormican,,
7882,Tom Green,2026-07-30,
7883,Tom Guiry,2026-10-12,
7884,Tom Hamann,,
7885,Tom Hanks,2026-07-09,
7886,Tom Hardy,2026-09-15,
7887,Tom Holland,2026-06-01,
7888,Tom Hollander,2026-08-25,
7889,Tom Hooper,2026-10-05,
7890,Tom Hughes,,
7891,Tom Hulce,2026-12-06,
7892,Tom Kalin,,
7893,Tom Kane,2026-04-15,
7894,Tom McCarthy,2026-06-07,
7895,Tom McGrath,2026-08-07,
7896,Tom McLoughlin,,
7897,Tom Noonan,2026-04-12,
7898,Tom Putnam,2026-03-25,
7899,Tom Reeve,,
7900,Tom Sanchez,2026-07-14,
7901,Tom Schulman,2026-10-20,
7902,Tom Seidman,,
7903,Tom Selleck,2026-01-29,
7904,Tom Shadyac,2026-12-11,
7905,Tom Sizemore,2026-11-29,
7906,Tom Skerritt,2026-08-25,
7907,Tom Stedham,,
7908,Tom Sturridge,2026-12-21,
7909,Tom Tykwer,2026-05-23,
7910,Tom Vaughan,2026-09-05,
7911,Tom Virtue,2026-11-19,
7912,Tom Waits,2026-12-07,
7913,Tom Walsh,,
7914,Tom Welling,2026-04-26,
7915,Tom Wilkinson,2026-02-05,
7916,Tomas Alfredson,2026-04-01,
7917,Tómas Lemarquis,2026-08-03,
7918,Tomiwa Edun,,
7919,Tomm Moore,2026-01-07,
7920,Tommy Knight,2026-01-22,
7921,Tommy Lee Jones,2026-09-15,
7922,Tommy Lee Wallace,2026-09-06,
7923,Tommy O'Haver,2026-10-24,
7924,Tommy O'Reilly,,
7925,Tommy Oliver,,
7926,Tommy Pallotta,2026-05-25,
7927,Tommy Sheppard,,
7928,Tommy the Clown,,
7929,Tommy Wirkola,2026-12-06,
7930,Toni Braxton,2026-10-07,
7931,Toni Servillo,2026-08-09,
7932,Tony Alva,,
7933,Tony Amendola,2026-08-24,
7934,Tony Bancroft,,
7935,Tony Bennett,2026-08-03,
7936,Tony Bill,2026-08-23,
7937,Tony Bonner,2026-11-23,
7938,Tony Chiu Wai Leung,2026-06-27,
7939,Tony Corvillo,,
7940,Tony Cox,,
7941,Tony Curran,2026-12-13,
7942,Tony Danza,2026-04-21,
7943,Tony Devon,2026-12-05,
7944,Tony Doupe,,
7945,Tony Ganios,2026-10-21,
7946,Tony Giglio,,
7947,Tony Gilroy,2026-09-11,
7948,Tony Goldwyn,2026-05-20,
7949,Tony Jaa,2026-02-05,
7950,Tony Jay,2026-02-02,2026-08-13
7951,Tony Kaye,,
7952,Tony Kgoroge,,
7953,Tony Krantz,,
7954,Tony Lo Bianco,2026-10-19,
7955,Tony Maylam,2026-05-26,
7956,Tony Nappo,,
7957,Tony Noble,,
7958,Tony Plana,2026-04-19,
7959,Tony Richardson,2026-06-05,2026-11-14
7960,Tony Scott,2026-06-21,2026-08-19
7961,Tony Way,2026-10-07,
7962,Tonya Lee Williams,2026-07-12,
7963,Topher Grace,2026-07-12,
7964,Topol,2026-09-09,
7965,Torey Michael Adkins,,
7966,Tori Spelling,2026-05-16,
7967,Tovah Feldshuh,2026-12-27,
7968,Tracey Walter,2026-11-25,
7969,Traci Dinwiddie,2026-12-22,
7970,Traci Lords,2026-05-07,
7971,Tracie Thoms,2026-08-19,
7972,Tracy Camilla Johns,2026-04-12,
7973,Tracy Letts,2026-07-04,
7974,Tracy Middendorf,2026-01-26,
7975,Tracy Morgan,2026-11-10,
7976,Tran Anh Hung,2026-12-23,
7977,Travis Aaron Wade,2026-09-27,
7978,Travis Betz,2026-12-16,
7979,Travis Cluff,,
7980,Travis Legge,,
7981,Travis Myers,,
7982,Travis Romero,2026-10-12,
7983,Travis Smith,,
7984,Travis Zariwny,,
7985,Traylor Howard,2026-06-14,
7986,Treat Williams,2026-12-01,
7987,Trent Cooper,,
7988,Trent Ford,2026-01-15,
7989,Trenton Rostedt,2026-08-27,
7990,Trevor Blumas,2026-10-16,
7991,Trevor Howard,2026-09-29,2026-01-07
7992,Trevor Morgan,2026-11-26,
7993,Trey Loney,,
7994,Trey Parker,2026-10-19,
7995,Trieu Tran,,
7996,Trine Dyrholm,2026-04-15,
7997,Trish Basinger,,
7998,Tristan Mack Wilds,2026-07-15,
7999,Troy Duffy,2026-06-08,
8000,Troy Evans,2026-02-16,
8001,Troy Garity,2026-07-07,
8002,Troy Miller,,
8003,Troy Nixey,,
8004,Tshewang Dendup,,
8005,Tsianina Joelson,2026-01-16,
8006,Tuck Tucker,,
8007,Tucker Albrizzi,,
8008,Tucker Smallwood,2026-02-22,
8009,Tuesday Knight,2026-02-17,
8010,Tulku Jamyang Kunga Tenzin,,
8011,Tung-Shing Yee,2026-12-28,
8012,Tuppence Middleton,2026-02-21,
8013,Ty Burrell,2026-08-22,
8014,Ty Olsson,2026-01-28,
8015,Ty Parker,2026-10-19,
8016,Tye Sheridan,2026-11-11,
8017,Tygo Gernandt,2026-04-07,
8018,Tyler Hilton,2026-11-22,
8019,Tyler James Williams,2026-10-09,
8020,Tyler Labine,2026-04-29,
8021,Tyler Mane,2026-12-08,
8022,Tyler Oliver,,
8023,Tyler Perry,2026-09-14,
8024,Tyra Banks,2026-12-04,
8025,Tyrone Benskin,2026-12-29,
8026,Tyrone Giordano,2026-04-18,
8027,Tyrone Keogh,,
8028,Tyrone Power,2026-05-05,2026-11-15
8029,Tzi Ma,,
8030,U. Roberto Romano,,2026-11-01
8031,Uday Chopra,2026-01-05,
8032,Udayan Prasad,,
8033,Udo Kier,2026-10-14,
8034,Uli Edel,2026-04-11,
8035,Ulrich Mühe,,
8036,Ulrich Thomsen,2026-12-06,
8037,Ulrich Tukur,2026-07-29,
8038,Ulu Grosbard,2026-01-09,2026-03-19
8039,Unax Ugalde,2026-11-27,
8040,Ursula Andress,2026-03-19,
8041,Usher Raymond,2026-10-14,
8042,Uwe Boll,2026-06-22,
8043,Vadim Perelman,,
8044,Val Kilmer,2026-12-31,
8045,Valarie Pettiford,2026-07-08,
8046,Valente Rodriguez,2026-02-14,
8047,Valentin Golubenko,2026-10-08,
8048,Valentine,1895-02-14,2026-11-16
8049,Valeri Milev,,
8050,Valeria Golino,2026-10-22,
8051,Valerie Cruz,2026-07-18,
8052,Valérie Lemercier,2026-03-09,
8053,Valerie Perri,,
8054,Valerie Tian,2026-04-21,
8055,Vanesa Tomasino,2026-10-13,
8056,Vanessa Angel,2026-11-10,
8057,Vanessa Aspillaga,2026-09-16,
8058,Vanessa Ferlito,2026-12-28,
8059,Vanessa Hessler,2026-01-21,
8060,Vanessa Lee Chester,2026-07-02,
8061,Vanessa Lengies,2026-07-21,
8062,Vanessa Marshall,2026-10-19,
8063,Vanessa Martinez,2026-06-19,
8064,Vanessa Matsui,,
8065,Vanessa Ray,2026-06-24,
8066,Vanessa Redgrave,2026-01-30,
8067,Vanessa Williams,2026-03-18,
8068,Vanessa Zima,2026-03-29,
8069,Vanilla Ice,2026-10-31,
8070,Vanity,2026-01-04,2026-02-15
8071,Vanna Bonta,2026-04-03,2026-07-08
8072,Vanna White,2026-02-18,
8073,Vauxhall Jermaine,,
8074,Velibor Topic,,
8075,Venida Evans,2026-09-02,
8076,Venus Schultheis,,
8077,Vera Farmiga,2026-08-06,
8078,Vera Miles,2026-08-23,
8079,Vera Ngassa,,
8080,Vera Wilson,,
8081,Verne Troyer,2026-01-01,
8082,Vernee Watson,2026-01-14,
8083,Vernon Dobtcheff,2026-08-14,
8084,Vernon Wells,2026-12-31,
8085,Veronica Cartwright,2026-04-20,
8086,Veronica Ferres,2026-06-10,
8087,Veronica Taylor,2026-12-04,
8088,Veronika Dash,,
